# AEMMT - Frente de Pareto (tabela de nao-dominancia)
# Instancia: rc104
# Tamanho: 11 solucoes nao-dominadas
# Formato: distancia<TAB>tempo<TAB>combustivel<TAB>num_veiculos

1464,871032	1282,152894	742,875000	12
1467,143582	1281,648847	744,000000	12
1434,130879	1295,509888	727,350000	12
1457,019049	1285,187338	737,925000	12
1441,815983	1286,142896	731,700000	12
1459,291599	1284,683291	739,050000	12
1436,403428	1295,005841	728,475000	12
1444,088533	1285,638848	732,825000	12
1441,440470	1288,803168	731,175000	12
1444,364024	1294,404922	729,225000	12
1446,636573	1293,900875	730,350000	12
