# AEMMT - Frente de Pareto (tabela de nao-dominancia)
# Instancia: r103
# Tamanho: 104 solucoes nao-dominadas
# Formato: distancia<TAB>tempo<TAB>combustivel<TAB>num_veiculos

1580,152303	1562,582426	791,475000	16
1552,913220	1579,287777	781,050000	16
1548,952437	1611,188869	777,675000	16
1550,482466	1610,686240	778,125000	16
1605,477951	1555,582426	803,325000	16
1562,710477	1569,528294	787,650000	16
1607,923292	1553,687594	805,800000	16
1582,597645	1560,687594	791,475000	16
1608,246921	1553,687594	805,725000	16
1556,417318	1580,122871	779,250000	16
1598,424608	1559,025880	801,300000	16
1608,796927	1553,207458	805,800000	16
1577,619302	1560,687594	793,800000	16
1626,011494	1552,025880	814,350000	16
1609,120555	1553,207458	805,725000	16
1633,932185	1550,017218	825,225000	16
1600,685847	1559,025880	800,025000	16
1583,471279	1560,207458	791,475000	16
1626,335123	1552,025880	814,275000	16
1579,880541	1560,687594	792,525000	16
1605,206189	1553,687594	806,850000	16
1636,472366	1550,039710	822,825000	16
1634,805820	1549,537082	825,225000	16
1578,492937	1560,207458	793,800000	16
1606,079823	1553,207458	806,850000	16
1575,173960	1562,582426	793,800000	16
1578,779405	1560,184966	793,800000	16
1563,870580	1569,025666	787,650000	16
1577,435199	1562,582426	792,525000	16
1568,067734	1568,057708	790,725000	16
1560,265135	1571,423126	787,650000	16
1602,760847	1555,582426	804,375000	16
1605,529817	1553,687594	806,775000	16
1599,058187	1558,399310	809,475000	16
1576,047595	1562,102290	793,800000	16
1576,334063	1562,079798	793,800000	16
1607,239926	1552,704829	806,850000	16
1578,595302	1562,079798	792,525000	16
1561,138770	1570,942989	787,650000	16
1579,653039	1559,704829	793,800000	16
1563,584112	1569,048158	787,650000	16
1557,947347	1579,620243	779,700000	16
1603,634482	1555,102290	804,375000	16
1627,720050	1550,837476	818,850000	16
1564,744214	1568,545529	787,650000	16
1578,308834	1562,102290	792,525000	16
1581,040644	1560,184966	792,525000	16
1581,123400	1561,522689	792,000000	16
1600,133163	1557,837476	805,800000	16
1634,482192	1549,537082	825,300000	16
1607,563554	1552,704829	806,775000	16
1578,678058	1563,417521	792,000000	16
1625,502749	1551,382674	822,525000	16
1606,403452	1553,207458	806,775000	16
1566,214575	1570,363389	785,850000	16
1583,384639	1561,522689	790,725000	16
1580,754176	1560,207458	792,525000	16
1561,425238	1570,920498	787,650000	16
1581,914278	1559,704829	792,525000	16
1603,920950	1555,079798	804,375000	16
1580,939297	1563,417521	790,725000	16
1568,941369	1567,577571	790,725000	16
1606,588573	1556,417521	802,575000	16
1625,826377	1551,382674	822,450000	16
1628,043678	1550,837476	818,775000	16
1599,344655	1558,376818	809,475000	16
1611,427390	1554,522689	804,000000	16
1567,781266	1568,080200	790,725000	16
1609,033915	1554,522689	804,975000	16
1636,795995	1550,039710	822,750000	16
1611,751018	1554,522689	803,925000	16
1606,689920	1553,184966	806,775000	16
1610,194017	1554,020061	804,975000	16
1563,769233	1572,258221	785,850000	16
1552,907198	1578,367811	781,350000	16
1608,240898	1552,767629	806,025000	16
1638,599353	1549,599882	823,050000	16
1609,870389	1554,020061	805,050000	16
1625,455465	1551,586051	814,575000	16
1597,544950	1558,586051	801,600000	16
1624,952742	1551,862810	822,450000	16
1582,591622	1559,767629	791,775000	16
1607,917270	1552,767629	806,100000	16
1638,275725	1549,599882	823,125000	16
1633,926163	1549,097253	825,525000	16
1625,131837	1551,586051	814,650000	16
1554,437227	1577,865183	781,800000	16
1599,806189	1558,586051	800,325000	16
1633,602534	1549,097253	825,600000	16
1605,200166	1552,767629	807,150000	16
1617,527390	1552,265001	813,225000	16
1591,878114	1559,265001	798,975000	16
1606,366291	1553,184966	806,850000	16
1608,710286	1554,522689	805,050000	16
1582,099400	1562,914893	790,725000	16
1562,298873	1570,440361	787,650000	16
1624,629114	1551,862810	822,525000	16
1624,623092	1550,942845	822,825000	16
1577,207698	1561,599661	793,800000	16
1617,203762	1552,265001	813,300000	16
1580,330383	1559,767629	793,050000	16
1627,255170	1551,376818	822,450000	16
1579,838161	1562,914893	792,000000	16
1582,283502	1561,020061	792,000000	16
